location,date,total_cases,new_cases
Brazil,2021-11-02,21821124.0,6431.0
France,2020-01-24,2.0,2.0
France,2020-01-25,3.0,1.0
France,2020-01-26,3.0,0.0
France,2020-01-27,3.0,0.0
France,2020-01-28,4.0,1.0
France,2020-01-29,5.0,1.0
France,2020-01-30,5.0,0.0
France,2020-01-31,5.0,0.0
France,2020-02-01,6.0,1.0
France,2020-02-02,6.0,0.0
France,2020-02-03,6.0,0.0
France,2020-02-04,6.0,0.0
France,2020-02-05,6.0,0.0
France,2020-02-06,6.0,0.0
France,2020-02-07,6.0,0.0
France,2020-02-08,11.0,5.0
France,2020-02-09,11.0,0.0
France,2020-02-10,11.0,0.0
France,2020-02-11,11.0,0.0
France,2020-02-12,11.0,0.0
France,2020-02-13,11.0,0.0
France,2020-02-14,11.0,0.0
France,2020-02-15,12.0,1.0
France,2020-02-16,12.0,0.0
France,2020-02-17,12.0,0.0
France,2020-02-18,12.0,0.0
France,2020-02-19,12.0,0.0
France,2020-02-20,12.0,0.0
France,2020-02-21,12.0,0.0
France,2020-02-22,12.0,0.0
France,2020-02-23,12.0,0.0
France,2020-02-24,12.0,0.0
France,2020-02-25,14.0,2.0
France,2020-02-26,18.0,4.0
France,2020-02-27,38.0,20.0
France,2020-02-28,57.0,19.0
France,2020-02-29,100.0,43.0
France,2020-03-01,130.0,30.0
France,2020-03-02,191.0,61.0
France,2020-03-03,212.0,21.0
France,2020-03-04,288.0,76.0
France,2020-03-05,426.0,138.0
France,2020-03-06,616.0,190.0
France,2020-03-07,948.0,332.0
France,2020-03-08,1125.0,177.0
France,2020-03-09,1411.0,286.0
France,2020-03-10,1783.0,372.0
France,2020-03-11,2293.0,510.0
France,2020-03-12,2293.0,0.0
France,2020-03-13,3681.0,1388.0
France,2020-03-14,4496.0,815.0
France,2020-03-15,4532.0,36.0
France,2020-03-16,6683.0,2151.0
France,2020-03-17,7715.0,1032.0
France,2020-03-18,9124.0,1409.0
France,2020-03-19,10970.0,1846.0
France,2020-03-20,12758.0,1788.0
France,2020-03-21,14463.0,1705.0
France,2020-03-22,16761.0,2298.0
France,2020-03-23,20120.0,3359.0
France,2020-03-24,22372.0,2252.0
France,2020-03-25,25331.0,2959.0
France,2020-03-26,29252.0,3921.0
France,2020-03-27,33045.0,3793.0
France,2020-03-28,37693.0,4648.0
France,2020-03-29,40296.0,2603.0
France,2020-03-30,44645.0,4349.0
France,2020-03-31,52281.0,7636.0
France,2020-04-01,57125.0,4844.0
France,2020-04-02,59227.0,2102.0
France,2020-04-03,64452.0,5225.0
France,2020-04-04,47376.0,-17076.0
France,2020-04-05,48225.0,849.0
France,2020-04-06,50884.0,2659.0
France,2020-04-07,47395.0,-3489.0
France,2020-04-08,51250.0,3855.0
France,2020-04-09,55034.0,3784.0
France,2020-04-10,56600.0,1566.0
France,2020-04-11,58045.0,1445.0
France,2020-04-12,108792.0,50747.0
France,2020-04-13,111933.0,3141.0
France,2020-04-14,129381.0,17448.0
France,2020-04-15,132588.0,3207.0
France,2020-04-16,145166.0,12578.0
France,2020-04-17,147057.0,1891.0
France,2020-04-18,150861.0,3804.0
France,2020-04-19,151955.0,1094.0
France,2020-04-20,154402.0,2447.0
France,2020-04-21,157068.0,2666.0
France,2020-04-22,158867.0,1799.0
France,2020-04-23,157158.0,-1709.0
France,2020-04-24,159969.0,2811.0
France,2020-04-25,161647.0,1678.0
France,2020-04-26,162280.0,633.0
France,2020-04-27,165966.0,3686.0
France,2020-04-28,169098.0,3132.0
France,2020-04-29,167643.0,-1455.0
France,2020-04-30,168861.0,1218.0
France,2020-05-01,169387.0,526.0
France,2020-05-02,170179.0,792.0
France,2020-05-03,170540.0,361.0
France,2020-05-04,171102.0,562.0
France,2020-05-05,172219.0,1117.0
France,2020-05-06,176355.0,4136.0
France,2020-05-07,177096.0,741.0
France,2020-05-08,177627.0,531.0
France,2020-05-09,178155.0,528.0
France,2020-05-10,178404.0,249.0
France,2020-05-11,178719.0,315.0
France,2020-05-12,179472.0,753.0
France,2020-05-13,179993.0,521.0
France,2020-05-14,180635.0,642.0
France,2020-05-15,181148.0,513.0
France,2020-05-16,181563.0,415.0
France,2020-05-17,181703.0,140.0
France,2020-05-18,182147.0,444.0
France,2020-05-19,182648.0,501.0
France,2020-05-20,183129.0,481.0
France,2020-05-21,183396.0,267.0
France,2020-05-22,184152.0,756.0
France,2020-05-23,184698.0,546.0
France,2020-05-24,184259.0,-439.0
France,2020-05-25,184584.0,325.0
France,2020-05-26,184839.0,255.0
France,2020-05-27,185012.0,173.0
France,2020-05-28,188355.0,3343.0
France,2020-05-29,188949.0,594.0
France,2020-05-30,190743.0,1794.0
France,2020-05-31,190975.0,232.0
France,2020-06-01,191382.0,407.0
France,2020-06-02,190735.0,-647.0
France,2020-06-03,187509.0,-3226.0
France,2020-06-04,191869.0,4360.0
France,2020-06-05,192450.0,581.0
France,2020-06-06,193022.0,572.0
France,2020-06-07,193363.0,341.0
France,2020-06-08,193637.0,274.0
France,2020-06-09,194190.0,553.0
France,2020-06-10,194815.0,625.0
France,2020-06-11,195179.0,364.0
France,2020-06-12,195980.0,801.0
France,2020-06-13,196477.0,497.0
France,2020-06-14,196867.0,390.0
France,2020-06-15,197003.0,136.0
France,2020-06-16,197666.0,663.0
France,2020-06-17,198155.0,489.0
France,2020-06-18,198741.0,586.0
France,2020-06-19,199528.0,787.0
France,2020-06-20,200147.0,619.0
France,2020-06-21,200490.0,343.0
France,2020-06-22,200632.0,142.0
France,2020-06-23,201330.0,698.0
France,2020-06-24,201598.0,268.0
France,2020-06-25,201853.0,255.0
France,2020-06-26,203116.0,1263.0
France,2020-06-27,203564.0,448.0
France,2020-06-28,203157.0,-407.0
France,2020-06-29,203802.0,645.0
France,2020-06-30,204244.0,442.0
France,2020-07-01,205234.0,990.0
France,2020-07-02,205773.0,539.0
France,2020-07-03,206312.0,539.0
France,2020-07-04,206670.0,358.0
France,2020-07-05,206682.0,12.0
France,2020-07-06,207700.0,1018.0
France,2020-07-07,208154.0,454.0
France,2020-07-08,208976.0,822.0
France,2020-07-09,209420.0,444.0
France,2020-07-10,210135.0,715.0
France,2020-07-11,210386.0,251.0
France,2020-07-12,210402.0,16.0
France,2020-07-13,211825.0,1423.0
France,2020-07-14,211887.0,62.0
France,2020-07-15,212614.0,727.0
France,2020-07-16,213183.0,569.0
France,2020-07-17,214009.0,826.0
France,2020-07-18,214174.0,165.0
France,2020-07-19,214178.0,4.0
France,2020-07-20,216089.0,1911.0
France,2020-07-21,216684.0,595.0
France,2020-07-22,217605.0,921.0
France,2020-07-23,218841.0,1236.0
France,2020-07-24,219932.0,1091.0
France,2020-07-25,220016.0,84.0
France,2020-07-26,220020.0,4.0
France,2020-07-27,222508.0,2488.0
France,2020-07-28,223072.0,564.0
France,2020-07-29,224542.0,1470.0
France,2020-07-30,225936.0,1394.0
France,2020-07-31,227239.0,1303.0
France,2020-08-01,227301.0,62.0
France,2020-08-02,227304.0,3.0
France,2020-08-03,230665.0,3361.0
France,2020-08-04,231636.0,971.0
France,2020-08-05,233344.0,1708.0
France,2020-08-06,234945.0,1601.0
France,2020-08-07,237332.0,2387.0
France,2020-08-08,237402.0,70.0
France,2020-08-09,237408.0,6.0
France,2020-08-10,242168.0,4760.0
France,2020-08-11,243576.0,1408.0
France,2020-08-12,246180.0,2604.0
France,2020-08-13,248850.0,2670.0
France,2020-08-14,251764.0,2914.0
France,2020-08-15,254974.0,3210.0
France,2020-08-16,257994.0,3020.0
France,2020-08-17,258629.0,635.0
France,2020-08-18,260748.0,2119.0
France,2020-08-19,264535.0,3787.0
France,2020-08-20,269335.0,4800.0
France,2020-08-21,274289.0,4954.0
France,2020-08-22,277763.0,3474.0
France,2020-08-23,282498.0,4735.0
France,2020-08-24,284474.0,1976.0
France,2020-08-25,288067.0,3593.0
France,2020-08-26,288354.0,287.0
France,2020-08-27,299580.0,11226.0
France,2020-08-28,307205.0,7625.0
France,2020-08-29,312665.0,5460.0
France,2020-08-30,318047.0,5382.0
France,2020-08-31,321160.0,3113.0
France,2020-09-01,326264.0,5104.0
France,2020-09-02,333351.0,7087.0
France,2020-09-03,340473.0,7122.0
France,2020-09-04,349333.0,8860.0
France,2020-09-05,357927.0,8594.0
France,2020-09-06,364943.0,7016.0
France,2020-09-07,369209.0,4266.0
France,2020-09-08,375947.0,6738.0
France,2020-09-09,384546.0,8599.0
France,2020-09-10,394308.0,9762.0
France,2020-09-11,403837.0,9529.0
France,2020-09-12,415174.0,11337.0
France,2020-09-13,421519.0,6345.0
France,2020-09-14,427839.0,6320.0
France,2020-09-15,435665.0,7826.0
France,2020-09-16,445932.0,10267.0
France,2020-09-17,456171.0,10239.0
France,2020-09-18,469404.0,13233.0
France,2020-09-19,482964.0,13560.0
France,2020-09-20,493500.0,10536.0
France,2020-09-21,499039.0,5539.0
France,2020-09-22,509123.0,10084.0
France,2020-09-23,522355.0,13232.0
France,2020-09-24,538264.0,15909.0
France,2020-09-25,554368.0,16104.0
France,2020-09-26,568588.0,14220.0
France,2020-09-27,579223.0,10635.0
France,2020-09-28,583522.0,4299.0
France,2020-09-29,591527.0,8005.0
France,2020-09-30,605893.0,14366.0
France,2020-10-01,618918.0,13025.0
France,2020-10-02,631354.0,12436.0
France,2020-10-03,647868.0,16514.0
France,2020-10-04,660372.0,12504.0
France,2020-10-05,666011.0,5639.0
France,2020-10-06,677321.0,11310.0
France,2020-10-07,696274.0,18953.0
France,2020-10-08,713676.0,17402.0
France,2020-10-09,734707.0,21031.0
France,2020-10-10,761384.0,26677.0
France,2020-10-11,777378.0,15994.0
France,2020-10-12,786590.0,9212.0
France,2020-10-13,800216.0,13626.0
France,2020-10-14,823181.0,22965.0
France,2020-10-15,852938.0,29757.0
France,2020-10-16,878572.0,25634.0
France,2020-10-17,910711.0,32139.0
France,2020-10-18,940548.0,29837.0
France,2020-10-19,954838.0,14290.0
France,2020-10-20,975214.0,20376.0
France,2020-10-21,1002624.0,27410.0
France,2020-10-22,1043437.0,40813.0
France,2020-10-23,1086286.0,42849.0
France,2020-10-24,1131551.0,45265.0
France,2020-10-25,1138167.0,6616.0
France,2020-10-26,1211177.0,73010.0
France,2020-10-27,1245635.0,34458.0
France,2020-10-28,1283185.0,37550.0
France,2020-10-29,1329821.0,46636.0
France,2020-10-30,1379295.0,49474.0
France,2020-10-31,1414396.0,35101.0
France,2020-11-01,1460575.0,46179.0
France,2020-11-02,1566666.0,106091.0
France,2020-11-03,1639267.0,72601.0
France,2020-11-04,1593146.0,-46121.0
France,2020-11-05,1650966.0,57820.0
France,2020-11-06,1711918.0,60952.0
France,2020-11-07,1798573.0,86655.0
France,2020-11-08,1837135.0,38562.0
France,2020-11-09,1858559.0,21424.0
France,2020-11-10,1881172.0,22613.0
France,2020-11-11,1917578.0,36406.0
France,2020-11-12,1950136.0,32558.0
France,2020-11-13,1974271.0,24135.0
France,2020-11-14,2006228.0,31957.0
France,2020-11-15,2033420.0,27192.0
France,2020-11-16,2043470.0,10050.0
France,2020-11-17,2089073.0,45603.0
France,2020-11-18,2117917.0,28844.0
France,2020-11-19,2138706.0,20789.0
France,2020-11-20,2161970.0,23264.0
France,2020-11-21,2179640.0,17670.0
France,2020-11-22,2192770.0,13130.0
France,2020-11-23,2197832.0,5062.0
France,2020-11-24,2207753.0,9921.0
France,2020-11-25,2224508.0,16755.0
France,2020-11-26,2237509.0,13001.0
France,2020-11-27,2250283.0,12774.0
France,2020-11-28,2262760.0,12477.0
France,2020-11-29,2272523.0,9763.0
France,2020-11-30,2276830.0,4307.0
France,2020-12-01,2285273.0,8443.0
France,2020-12-02,2299501.0,14228.0
France,2020-12-03,2312288.0,12787.0
France,2020-12-04,2323799.0,11511.0
France,2020-12-05,2336681.0,12882.0
France,2020-12-06,2347630.0,10949.0
France,2020-12-07,2351041.0,3411.0
France,2020-12-08,2365085.0,14044.0
France,2020-12-09,2379760.0,14675.0
France,2020-12-10,2393632.0,13872.0
France,2020-12-11,2407121.0,13489.0
France,2020-12-12,2421068.0,13947.0
France,2020-12-13,2432601.0,11533.0
France,2020-12-14,2435793.0,3192.0
France,2020-12-15,2447518.0,11725.0
France,2020-12-16,2465238.0,17720.0
France,2020-12-17,2483636.0,18398.0
France,2020-12-18,2499511.0,15875.0
France,2020-12-19,2516939.0,17428.0
France,2020-12-20,2529797.0,12858.0
France,2020-12-21,2535757.0,5960.0
France,2020-12-22,2547618.0,11861.0
France,2020-12-23,2562604.0,14986.0
France,2020-12-24,2584322.0,21718.0
France,2020-12-25,2604584.0,20262.0
France,2020-12-26,2607677.0,3093.0
France,2020-12-27,2616544.0,8867.0
France,2020-12-28,2619650.0,3106.0
France,2020-12-29,2631144.0,11494.0
France,2020-12-30,2657658.0,26514.0
France,2020-12-31,2677660.0,20002.0
France,2021-01-01,2697018.0,19358.0
France,2021-01-02,2700484.0,3466.0
France,2021-01-03,2712975.0,12491.0
France,2021-01-04,2717059.0,4084.0
France,2021-01-05,2737892.0,20833.0
France,2021-01-06,2763078.0,25186.0
France,2021-01-07,2784845.0,21767.0
France,2021-01-08,2804705.0,19860.0
France,2021-01-09,2824882.0,20177.0
France,2021-01-10,2840826.0,15944.0
France,2021-01-11,2844642.0,3816.0
France,2021-01-12,2864399.0,19757.0
France,2021-01-13,2888331.0,23932.0
France,2021-01-14,2909666.0,21335.0
France,2021-01-15,2930983.0,21317.0
France,2021-01-16,2952392.0,21409.0
France,2021-01-17,2969034.0,16642.0
France,2021-01-18,2972832.0,3798.0
France,2021-01-19,2996855.0,24023.0
France,2021-01-20,3023613.0,26758.0
France,2021-01-21,3046323.0,22710.0
France,2021-01-22,3069647.0,23324.0
France,2021-01-23,3093740.0,24093.0
France,2021-01-24,3112176.0,18436.0
France,2021-01-25,3116477.0,4301.0
France,2021-01-26,3138619.0,22142.0
France,2021-01-27,3165570.0,26951.0
France,2021-01-28,3189378.0,23808.0
France,2021-01-29,3212613.0,23235.0
France,2021-01-30,3236658.0,24045.0
France,2021-01-31,3255994.0,19336.0
France,2021-02-01,3260382.0,4388.0
France,2021-02-02,3283719.0,23337.0
France,2021-02-03,3310125.0,26406.0
France,2021-02-04,3310145.0,20.0
France,2021-02-05,3355752.0,45607.0
France,2021-02-06,3376340.0,20588.0
France,2021-02-07,3396055.0,19715.0
France,2021-02-08,3400398.0,4343.0
France,2021-02-09,3419418.0,19020.0
France,2021-02-10,3444827.0,25409.0
France,2021-02-11,3465903.0,21076.0
France,2021-02-12,3486612.0,20709.0
France,2021-02-13,3507843.0,21231.0
France,2021-02-14,3524518.0,16675.0
France,2021-02-15,3528924.0,4406.0
France,2021-02-16,3548520.0,19596.0
France,2021-02-17,3573560.0,25040.0
France,2021-02-18,3596078.0,22518.0
France,2021-02-19,3620205.0,24127.0
France,2021-02-20,3642576.0,22371.0
France,2021-02-21,3664622.0,22046.0
France,2021-02-22,3669276.0,4654.0
France,2021-02-23,3689469.0,20193.0
France,2021-02-24,3720996.0,31527.0
France,2021-02-25,3746410.0,25414.0
France,2021-02-26,3771626.0,25216.0
France,2021-02-27,3795736.0,24110.0
France,2021-02-28,3815688.0,19952.0
France,2021-03-01,3820418.0,4730.0
France,2021-03-02,3843290.0,22872.0
France,2021-03-03,3870101.0,26811.0
France,2021-03-04,3895387.0,25286.0
France,2021-03-05,3918894.0,23507.0
France,2021-03-06,3942286.0,23392.0
France,2021-03-07,3964121.0,21835.0
France,2021-03-08,3969673.0,5552.0
France,2021-03-09,3992853.0,23180.0
France,2021-03-10,4022514.0,29661.0
France,2021-03-11,4050606.0,28092.0
France,2021-03-12,4075681.0,25075.0
France,2021-03-13,4105444.0,29763.0
France,2021-03-14,4131895.0,26451.0
France,2021-03-15,4138369.0,6474.0
France,2021-03-16,4168396.0,30027.0
France,2021-03-17,4206916.0,38520.0
France,2021-03-18,4241990.0,35074.0
France,2021-03-19,4277108.0,35118.0
France,2021-03-20,4312451.0,35343.0
France,2021-03-21,4343115.0,30664.0
France,2021-03-22,4358924.0,15809.0
France,2021-03-23,4373620.0,14696.0
France,2021-03-24,4439011.0,65391.0
France,2021-03-25,4484672.0,45661.0
France,2021-03-26,4526554.0,41882.0
France,2021-03-27,4569179.0,42625.0
France,2021-03-28,4606307.0,37128.0
France,2021-03-29,4615413.0,9106.0
France,2021-03-30,4646136.0,30723.0
France,2021-03-31,4705186.0,59050.0
France,2021-04-01,4755862.0,50676.0
France,2021-04-02,4802545.0,46683.0
France,2021-04-03,4802711.0,166.0
France,2021-04-04,4883346.0,80635.0
France,2021-04-05,4894139.0,10793.0
France,2021-04-06,4902195.0,8056.0
France,2021-04-07,4903122.0,927.0
France,2021-04-08,5000155.0,97033.0
France,2021-04-09,5000319.0,164.0
France,2021-04-10,5001723.0,1404.0
France,2021-04-11,5119625.0,117902.0
France,2021-04-12,5128175.0,8550.0
France,2021-04-13,5167305.0,39130.0
France,2021-04-14,5210812.0,43507.0
France,2021-04-15,5248857.0,38045.0
France,2021-04-16,5285307.0,36450.0
France,2021-04-17,5321180.0,35873.0
France,2021-04-18,5350558.0,29378.0
France,2021-04-19,5357266.0,6708.0
France,2021-04-20,5401341.0,44075.0
France,2021-04-21,5436265.0,34924.0
France,2021-04-22,5469669.0,33404.0
France,2021-04-23,5502009.0,32340.0
France,2021-04-24,5534651.0,32642.0
France,2021-04-25,5559156.0,24505.0
France,2021-04-26,5565113.0,5957.0
France,2021-04-27,5595437.0,30324.0
France,2021-04-28,5626979.0,31542.0
France,2021-04-29,5653526.0,26547.0
France,2021-04-30,5677829.0,24303.0
France,2021-05-01,5703499.0,25670.0
France,2021-05-02,5713420.0,9921.0
France,2021-05-03,5717187.0,3767.0
France,2021-05-04,5741564.0,24377.0
France,2021-05-05,5767568.0,26004.0
France,2021-05-06,5789281.0,21713.0
France,2021-05-07,5808420.0,19139.0
France,2021-05-08,5829199.0,20779.0
France,2021-05-09,5838327.0,9128.0
France,2021-05-10,5841626.0,3299.0
France,2021-05-11,5861417.0,19791.0
France,2021-05-12,5882915.0,21498.0
France,2021-05-13,5902376.0,19461.0
France,2021-05-14,5909419.0,7043.0
France,2021-05-15,5925104.0,15685.0
France,2021-05-16,5939130.0,14026.0
France,2021-05-17,5942481.0,3351.0
France,2021-05-18,5959704.0,17223.0
France,2021-05-19,5978761.0,19057.0
France,2021-05-20,5629921.0,
France,2021-05-21,5642724.0,12803.0
France,2021-05-22,5655335.0,12611.0
France,2021-05-23,5665101.0,9766.0
France,2021-05-24,5667331.0,2230.0
France,2021-05-25,5670486.0,3155.0
France,2021-05-26,5683143.0,12657.0
France,2021-05-27,5697076.0,13933.0
France,2021-05-28,5708350.0,11274.0
France,2021-05-29,5719877.0,11527.0
France,2021-05-30,5728539.0,8662.0
France,2021-05-31,5728909.0,370.0
France,2021-06-01,5738762.0,9853.0
France,2021-06-02,5740116.0,1354.0
France,2021-06-03,5755675.0,15559.0
France,2021-06-04,5762633.0,6958.0
France,2021-06-05,5769287.0,6654.0
France,2021-06-06,5774467.0,5180.0
France,2021-06-07,5775641.0,1174.0
France,2021-06-08,5781662.0,6021.0
France,2021-06-09,5787231.0,5569.0
France,2021-06-10,5791714.0,4483.0
France,2021-06-11,5795593.0,3879.0
France,2021-06-12,5799565.0,3972.0
France,2021-06-13,5802538.0,2973.0
France,2021-06-14,5803236.0,698.0
France,2021-06-15,5806479.0,3243.0
France,2021-06-16,5809543.0,3064.0
France,2021-06-17,5811592.0,2049.0
France,2021-06-18,5814779.0,3187.0
France,2021-06-19,5817403.0,2624.0
France,2021-06-20,5819313.0,1910.0
France,2021-06-21,5819809.0,496.0
France,2021-06-22,5822022.0,2213.0
France,2021-06-23,5824352.0,2330.0
France,2021-06-24,5826360.0,2008.0
France,2021-06-25,5828348.0,1988.0
France,2021-06-26,5830476.0,2128.0
France,2021-06-27,5832110.0,1634.0
France,2021-06-28,5832628.0,518.0
France,2021-06-29,5836023.0,3395.0
France,2021-06-30,5837403.0,1380.0
France,2021-07-01,5840067.0,2664.0
France,2021-07-02,5842754.0,2687.0
France,2021-07-03,5845760.0,3006.0
France,2021-07-04,5848365.0,2605.0
France,2021-07-05,5849167.0,802.0
France,2021-07-06,5852755.0,3588.0
France,2021-07-07,5856838.0,4083.0
France,2021-07-08,5861284.0,4446.0
France,2021-07-09,5865864.0,4580.0
France,2021-07-10,5870560.0,4696.0
France,2021-07-11,5874874.0,4314.0
France,2021-07-12,5876142.0,1268.0
France,2021-07-13,5883100.0,6958.0
France,2021-07-14,5884550.0,1450.0
France,2021-07-15,5895608.0,11058.0
France,2021-07-16,5906543.0,10935.0
France,2021-07-17,5917548.0,11005.0
France,2021-07-18,5930080.0,12532.0
France,2021-07-19,5934273.0,4193.0
France,2021-07-20,5952490.0,18217.0
France,2021-07-21,5974063.0,21573.0
France,2021-07-22,5996163.0,22100.0
France,2021-07-23,6015572.0,19409.0
France,2021-07-24,6041313.0,25741.0
France,2021-07-25,6056555.0,15242.0
France,2021-07-26,6061969.0,5414.0
France,2021-07-27,6089097.0,27128.0
France,2021-07-28,6117020.0,27923.0
France,2021-07-29,6142449.0,25429.0
France,2021-07-30,6166759.0,24310.0
France,2021-07-31,6190621.0,23862.0
France,2021-08-01,6210335.0,19714.0
France,2021-08-02,6218927.0,8592.0
France,2021-08-03,6243225.0,24298.0
France,2021-08-04,6272466.0,29241.0
France,2021-08-05,6299415.0,26949.0
France,2021-08-06,6325146.0,25731.0
France,2021-08-07,6351003.0,25857.0
France,2021-08-08,6371463.0,20460.0
France,2021-08-09,6378681.0,7218.0
France,2021-08-10,6407573.0,28892.0
France,2021-08-11,6440367.0,32794.0
France,2021-08-12,6470038.0,29671.0
France,2021-08-13,6497785.0,27747.0
France,2021-08-14,6522212.0,24427.0
France,2021-08-15,6543481.0,21269.0
France,2021-08-16,6556878.0,13397.0
France,2021-08-17,6582001.0,25123.0
France,2021-08-18,6612028.0,30027.0
France,2021-08-19,6637417.0,25389.0
France,2021-08-20,6660365.0,22948.0
France,2021-08-21,6683078.0,22713.0
France,2021-08-22,6700378.0,17300.0
France,2021-08-23,6708289.0,7911.0
France,2021-08-24,6734203.0,25914.0
France,2021-08-25,6757909.0,23706.0
France,2021-08-26,6777592.0,19683.0
France,2021-08-27,6778049.0,457.0
France,2021-08-28,6813680.0,35631.0
France,2021-08-29,6827310.0,13630.0
France,2021-08-30,6834998.0,7688.0
France,2021-08-31,6835022.0,24.0
France,2021-09-01,6868151.0,33129.0
France,2021-09-02,6882305.0,14154.0
France,2021-09-03,6897529.0,15224.0
France,2021-09-04,6910865.0,13336.0
France,2021-09-05,6921275.0,10410.0
France,2021-09-06,6924325.0,3050.0
France,2021-09-07,6938866.0,14541.0
France,2021-09-08,6944797.0,5931.0
France,2021-09-09,6962917.0,18120.0
France,2021-09-10,6972934.0,10017.0
France,2021-09-11,6982683.0,9749.0
France,2021-09-12,6990662.0,7979.0
France,2021-09-13,6992980.0,2318.0
France,2021-09-14,7007436.0,14456.0
France,2021-09-15,7007819.0,383.0
France,2021-09-16,7022203.0,14384.0
France,2021-09-17,7029959.0,7756.0
France,2021-09-18,7037931.0,7972.0
France,2021-09-19,7043875.0,5944.0
France,2021-09-20,7045422.0,1547.0
France,2021-09-21,7054198.0,8776.0
France,2021-09-22,7061323.0,7125.0
France,2021-09-23,7068630.0,7307.0
France,2021-09-24,7075305.0,6675.0
France,2021-09-25,7080675.0,5370.0
France,2021-09-26,7085607.0,4932.0
France,2021-09-27,7087110.0,1503.0
France,2021-09-28,7094334.0,7224.0
France,2021-09-29,7100572.0,6238.0
France,2021-09-30,7106028.0,5456.0
France,2021-10-01,7111154.0,5126.0
France,2021-10-02,7116415.0,5261.0
France,2021-10-03,7120214.0,3799.0
France,2021-10-04,7121507.0,1293.0
France,2021-10-05,7127454.0,5947.0
France,2021-10-06,7137177.0,9723.0
France,2021-10-07,7142387.0,5210.0
France,2021-10-08,7147186.0,4799.0
France,2021-10-09,7152009.0,4823.0
France,2021-10-10,7156066.0,4057.0
France,2021-10-11,7157206.0,1140.0
France,2021-10-12,7163317.0,6111.0
France,2021-10-13,7164924.0,1607.0
France,2021-10-14,7174580.0,9656.0
France,2021-10-15,7180773.0,6193.0
France,2021-10-16,7185744.0,4971.0
France,2021-10-17,7189566.0,3822.0
France,2021-10-18,7190716.0,1150.0
France,2021-10-19,7196754.0,6038.0
France,2021-10-20,7202840.0,6086.0
France,2021-10-21,7209126.0,6286.0
France,2021-10-22,7215584.0,6458.0
France,2021-10-23,7221941.0,6357.0
France,2021-10-24,7226974.0,5033.0
France,2021-10-25,7228331.0,1357.0
France,2021-10-26,7235100.0,6769.0
France,2021-10-27,7242180.0,7080.0
France,2021-10-28,7248285.0,6105.0
France,2021-10-29,7254779.0,6494.0
France,2021-10-30,7262178.0,7399.0
France,2021-10-31,7268527.0,6349.0
France,2021-11-01,7270410.0,1883.0
France,2021-11-02,7272516.0,2106.0
India,2020-01-30,1.0,1.0
India,2020-01-31,1.0,0.0
India,2020-02-01,1.0,0.0
India,2020-02-02,2.0,1.0
India,2020-02-03,3.0,1.0
India,2020-02-04,3.0,0.0
India,2020-02-05,3.0,0.0
India,2020-02-06,3.0,0.0
India,2020-02-07,3.0,0.0
India,2020-02-08,3.0,0.0
India,2020-02-09,3.0,0.0
India,2020-02-10,3.0,0.0
India,2020-02-11,3.0,0.0
India,2020-02-12,3.0,0.0
India,2020-02-13,3.0,0.0
India,2020-02-14,3.0,0.0
India,2020-02-15,3.0,0.0
India,2020-02-16,3.0,0.0
India,2020-02-17,3.0,0.0
India,2020-02-18,3.0,0.0
India,2020-02-19,3.0,0.0
India,2020-02-20,3.0,0.0
India,2020-02-21,3.0,0.0
India,2020-02-22,3.0,0.0
India,2020-02-23,3.0,0.0
India,2020-02-24,3.0,0.0
India,2020-02-25,3.0,0.0
India,2020-02-26,3.0,0.0
India,2020-02-27,3.0,0.0
India,2020-02-28,3.0,0.0
India,2020-02-29,3.0,0.0
India,2020-03-01,3.0,0.0
India,2020-03-02,5.0,2.0
India,2020-03-03,5.0,0.0
India,2020-03-04,28.0,23.0
India,2020-03-05,30.0,2.0
India,2020-03-06,31.0,1.0
India,2020-03-07,34.0,3.0
India,2020-03-08,39.0,5.0
India,2020-03-09,43.0,4.0
India,2020-03-10,56.0,13.0
India,2020-03-11,62.0,6.0
India,2020-03-12,73.0,11.0
India,2020-03-13,82.0,9.0
India,2020-03-14,102.0,20.0
India,2020-03-15,113.0,11.0
India,2020-03-16,119.0,6.0
India,2020-03-17,142.0,23.0
India,2020-03-18,156.0,14.0
India,2020-03-19,194.0,38.0
India,2020-03-20,244.0,50.0
India,2020-03-21,330.0,86.0
India,2020-03-22,396.0,66.0
India,2020-03-23,499.0,103.0
India,2020-03-24,536.0,37.0
India,2020-03-25,657.0,121.0
India,2020-03-26,727.0,70.0
India,2020-03-27,887.0,160.0
India,2020-03-28,987.0,100.0
India,2020-03-29,1024.0,37.0
India,2020-03-30,1251.0,227.0
India,2020-03-31,1397.0,146.0
India,2020-04-01,1998.0,601.0
India,2020-04-02,2543.0,545.0
India,2020-04-03,2567.0,24.0
India,2020-04-04,3082.0,515.0
India,2020-04-05,3588.0,506.0
India,2020-04-06,4778.0,1190.0
India,2020-04-07,5311.0,533.0
India,2020-04-08,5916.0,605.0
India,2020-04-09,6725.0,809.0
India,2020-04-10,7598.0,873.0
India,2020-04-11,8446.0,848.0
India,2020-04-12,9205.0,759.0
India,2020-04-13,10453.0,1248.0
India,2020-04-14,11487.0,1034.0
India,2020-04-15,12322.0,835.0
India,2020-04-16,13430.0,1108.0
India,2020-04-17,14352.0,922.0
India,2020-04-18,15722.0,1370.0
India,2020-04-19,17615.0,1893.0
India,2020-04-20,18539.0,924.0
